File Name,Cores Number,Sparse Matrix,Dense Vector,Serial Algo Execution time,Setup time,Row-wise Average Communication Time,Row-wise Average Computation Time,Row-wise Execution time,Row-wise Result,Column-wise Average Communication Time,Column-wise Average Computation Time,Column-wise Execution time,Column-wise Result,Non-zero elements Average Communication Time,Non-zero elements Average Computation Time,Non-zero Elements Execution time,Non-zero Elements Result,PETSc Setup time,PETSc Execution time,PETSc Conversion time,PETSc Result
cop20k_A_mtx_k3_cores2_chunks1_cpus2,2,121192x121192,121192x3,0.197068,0.0841364,0.00617427,0.0665381,0.125445,same,0.0237666,0.074881,0.148847,same,0.0222018,0.0813673,0.141305,same,2.79088,0.146973,0.296825,same
cop20k_A_mtx_k3_cores30_chunks2_cpus15,30,121192x121192,121192x3,0.241327,0.11835,0.00856688,0.00776854,0.0805291,same,0.00766406,0.00630433,0.263074,same,0.0078389,0.0424122,0.117609,same,1.94735,0.0211894,0.445276,same
cop20k_A_mtx_k3_cores30_chunks3_cpus10,30,121192x121192,121192x3,0.219073,0.121315,0.00797616,0.00691698,0.0721359,same,0.00697147,0.00560519,0.234058,same,0.00665456,0.0370517,0.101927,same,1.74644,0.0201115,0.339815,same
cop20k_A_mtx_k3_cores30_chunks5_cpus6,30,121192x121192,121192x3,0.21848,0.122015,0.00814111,0.00692612,0.0726167,same,0.00710272,0.00563825,0.23498,same,0.00821563,0.0373024,0.10173,same,1.73456,0.0206105,0.344816,same
cop20k_A_mtx_k3_cores30_chunks6_cpus5,30,121192x121192,121192x3,0.242061,0.11855,0.00877717,0.00772612,0.0807,same,0.00766827,0.0062916,0.263044,same,0.00830267,0.0424382,0.117892,same,1.94709,0.0232843,0.379848,same
cop20k_A_mtx_k3_cores32_chunks2_cpus16,32,121192x121192,121192x3,0.241432,0.1179,0.00839641,0.00736121,0.0798939,same,0.00740255,0.00584045,0.261529,same,0.00824733,0.0421066,0.113403,same,1.93059,0.0202655,0.381515,same
cop20k_A_mtx_k3_cores32_chunks4_cpus8,32,121192x121192,121192x3,0.241751,0.117647,0.00823506,0.00736063,0.0800082,same,0.00733234,0.00589325,0.266133,same,0.00914759,0.0419748,0.119619,same,2.11792,0.0203004,0.388438,same
cop20k_A_mtx_k3_cores33_chunks3_cpus11,33,121192x121192,121192x3,0.227108,0.128218,0.00772662,0.00651677,0.07479,same,0.00662014,0.00511184,0.242602,same,0.00668392,0.0382041,0.111817,same,1.81063,0.0184393,0.356992,same
cop20k_A_mtx_k3_cores36_chunks3_cpus12,36,121192x121192,121192x3,0.226271,0.131064,0.00741005,0.00624176,0.0736073,same,0.00613872,0.00481452,0.243434,same,0.00726268,0.03874,0.104873,same,1.78027,0.0180348,0.355615,same
cop20k_A_mtx_k3_cores36_chunks4_cpus9,36,121192x121192,121192x3,0.21898,0.118398,0.00701865,0.00591352,0.0704808,same,0.00576489,0.00452659,0.230524,same,0.00499127,0.0352167,0.100445,same,1.7064,0.0188519,0.350681,same
cop20k_A_mtx_k3_cores36_chunks6_cpus6,36,121192x121192,121192x3,0.227601,0.131172,0.00759456,0.00618666,0.0734112,same,0.00623667,0.00480643,0.243945,same,0.0075208,0.0378749,0.104968,same,1.77271,0.0188645,0.354359,same
cop20k_A_mtx_k3_cores39_chunks3_cpus13,39,121192x121192,121192x3,0.235358,0.138171,0.00747327,0.00596404,0.0760984,same,0.00604192,0.00451128,0.250095,same,0.00846733,0.0390524,0.111539,same,1.82591,0.0169815,0.382177,same
cop20k_A_mtx_k3_cores3_chunks1_cpus3,3,121192x121192,121192x3,0.19566,0.0866844,0.00982193,0.0455984,0.105968,same,0.00433106,0.0526831,0.107135,same,0.0103844,0.0647701,0.124759,same,2.42807,0.106305,0.311364,same
cop20k_A_mtx_k3_cores40_chunks4_cpus10,40,121192x121192,121192x3,0.219332,0.122216,0.00618085,0.00551955,0.0689595,same,0.00555595,0.00423423,0.238087,same,0.00694286,0.0355593,0.0999286,same,1.68587,0.0164978,0.342676,same
cop20k_A_mtx_k3_cores42_chunks3_cpus14,42,121192x121192,121192x3,0.234388,0.139564,0.00662827,0.00573638,0.0754125,same,0.00585568,0.00436344,0.259021,same,0.00797222,0.0387652,0.108806,same,1.8197,0.0172658,0.378418,same
cop20k_A_mtx_k3_cores42_chunks6_cpus7,42,121192x121192,121192x3,0.234925,0.151312,0.00668247,0.00571014,0.0746708,same,0.00580162,0.00434599,0.257911,same,0.00832978,0.0392505,0.108942,same,1.81612,0.0174432,0.366552,same
cop20k_A_mtx_k3_cores44_chunks4_cpus11,44,121192x121192,121192x3,0.226507,0.130253,0.00607069,0.00525526,0.07119,same,0.00517135,0.00381711,0.240454,same,0.00698617,0.0364677,0.103889,same,1.727,0.0151317,0.365161,same
cop20k_A_mtx_k3_cores45_chunks3_cpus15,45,121192x121192,121192x3,0.241739,0.148929,0.00655848,0.00580559,0.0765852,same,0.00554396,0.00418771,0.26736,same,0.00857235,0.0405996,0.121578,same,1.85321,0.0163404,0.391818,same
cop20k_A_mtx_k3_cores45_chunks5_cpus9,45,121192x121192,121192x3,0.219889,0.136625,0.00594444,0.00500108,0.0685086,same,0.00487531,0.00363752,0.232986,same,0.0069888,0.0350872,0.099781,same,1.66685,0.0152232,0.347674,same
cop20k_A_mtx_k3_cores48_chunks3_cpus16,48,121192x121192,121192x3,0.241903,0.158282,0.00627349,0.0054515,0.0760316,same,0.0053232,0.00390139,0.266832,same,0.00827856,0.0407126,0.120243,same,1.83192,0.0156511,0.421265,same
cop20k_A_mtx_k3_cores48_chunks4_cpus12,48,121192x121192,121192x3,0.229276,0.152392,0.00585486,0.00497886,0.0705124,same,0.00504353,0.0036579,0.249343,same,0.00797041,0.0367258,0.103623,same,1.70115,0.0149659,0.388257,same
cop20k_A_mtx_k3_cores48_chunks6_cpus8,48,121192x121192,121192x3,0.24309,0.147959,0.00628228,0.00541336,0.0758776,same,0.00525337,0.00386955,0.264845,same,0.00844712,0.0407084,0.118493,same,1.84536,0.0172215,0.390386,same
cop20k_A_mtx_k3_cores4_chunks1_cpus4,4,121192x121192,121192x3,0.198004,0.0869681,0.0192126,0.0351403,0.105714,same,0.0396024,0.0380886,0.203791,same,0.00882191,0.0563972,0.115443,same,2.3487,0.0819701,0.318641,same
cop20k_A_mtx_k3_cores4_chunks2_cpus2,4,121192x121192,121192x3,0.195339,0.0868037,0.0196252,0.0351202,0.105757,same,0.0394305,0.0379122,0.203085,same,0.00860468,0.0564622,0.114744,same,2.2383,0.0816556,0.307667,same
cop20k_A_mtx_k3_cores50_chunks5_cpus10,50,121192x121192,121192x3,0.219253,0.129814,0.00567709,0.00464842,0.06791,same,0.00463579,0.00340627,0.240791,same,0.00760358,0.0350723,0.0989602,same,1.64096,0.0137205,0.341059,same
cop20k_A_mtx_k3_cores52_chunks4_cpus13,52,121192x121192,121192x3,0.235886,0.137552,0.00567233,0.00483225,0.0725023,same,0.0046595,0.00333713,0.251424,same,0.00638086,0.0373413,0.108272,same,1.75831,0.0155974,0.368988,same
cop20k_A_mtx_k3_cores54_chunks6_cpus9,54,121192x121192,121192x3,0.219817,0.131522,0.00555875,0.00435449,0.0674047,same,0.00426526,0.00303184,0.235347,same,0.0056036,0.0340772,0.0989808,same,1.6292,0.0152985,0.3467,same
cop20k_A_mtx_k3_cores55_chunks5_cpus11,55,121192x121192,121192x3,0.227483,0.128211,0.0058896,0.00442987,0.0700661,same,0.00438394,0.00308914,0.245948,same,0.00678245,0.0355203,0.103409,same,1.70092,0.0154552,0.361728,same
cop20k_A_mtx_k3_cores56_chunks4_cpus14,56,121192x121192,121192x3,0.234831,0.149199,0.00523677,0.00463243,0.0715447,same,0.00466949,0.00324519,0.260767,same,0.00773155,0.0378467,0.107146,same,1.75114,0.0147565,0.392278,same
cop20k_A_mtx_k3_cores5_chunks1_cpus5,5,121192x121192,121192x3,0.207575,0.0928974,0.027494,0.029915,0.111158,same,0.0318108,0.0303386,0.207151,same,0.0079659,0.0532363,0.117155,same,2.23811,0.0795647,0.316962,same
cop20k_A_mtx_k3_cores60_chunks4_cpus15,60,121192x121192,121192x3,0.241594,0.149447,0.00506824,0.00466421,0.0736722,same,0.00449221,0.0031497,0.272306,same,0.00800797,0.0401169,0.118042,same,1.79479,0.0132441,0.380672,same
cop20k_A_mtx_k3_cores60_chunks5_cpus12,60,121192x121192,121192x3,0.227831,0.132708,0.00500978,0.00423615,0.0693768,same,0.00416698,0.00289433,0.25139,same,0.00755578,0.0360377,0.103606,same,1.67931,0.0140632,0.356085,same
cop20k_A_mtx_k3_cores60_chunks6_cpus10,60,121192x121192,121192x3,0.219988,0.132003,0.00512159,0.00407537,0.0666267,same,0.00406052,0.00279425,0.240959,same,0.00776273,0.0345089,0.098975,same,1.92969,0.0131179,0.376623,same
cop20k_A_mtx_k3_cores64_chunks4_cpus16,64,121192x121192,121192x3,0.241644,0.306732,0.00667274,0.00428789,0.0756401,same,0.00435504,0.0029018,0.270645,same,0.00750346,0.0381974,0.110944,same,1.92445,0.0380678,0.399194,same
cop20k_A_mtx_k3_cores65_chunks5_cpus13,65,121192x121192,121192x3,0.23581,0.293261,0.00697423,0.00405848,0.0755273,same,0.00405596,0.00267584,0.255909,same,0.00596669,0.0361282,0.106725,same,1.77019,0.0151615,0.370218,same
cop20k_A_mtx_k3_cores66_chunks6_cpus11,66,121192x121192,121192x3,0.226851,0.295639,0.00633411,0.00384513,0.0716605,same,0.00390371,0.00254434,0.250121,same,0.00596189,0.0352187,0.109973,same,1.66274,0.0145722,0.389509,same
cop20k_A_mtx_k3_cores6_chunks1_cpus6,6,121192x121192,121192x3,0.208157,0.0916933,0.0284935,0.0260553,0.108942,same,0.0281254,0.0267123,0.215859,same,0.00757228,0.0506962,0.113054,same,2.17671,0.0636781,0.323166,same
cop20k_A_mtx_k3_cores6_chunks2_cpus3,6,121192x121192,121192x3,0.206627,0.0921439,0.0278599,0.0261135,0.108262,same,0.0279999,0.0265631,0.21488,same,0.00760644,0.0508066,0.11277,same,2.25663,0.0654601,0.322817,same
cop20k_A_mtx_k3_cores6_chunks3_cpus2,6,121192x121192,121192x3,0.206758,0.0932441,0.0282825,0.0260285,0.109913,same,0.0280928,0.0266115,0.216215,same,0.00771205,0.0507418,0.113549,same,2.18213,0.0649671,0.318671,same
cop20k_A_mtx_k3_cores70_chunks5_cpus14,70,121192x121192,121192x3,0.233302,0.323798,0.00652523,0.00390776,0.0796718,same,0.00392179,0.00255792,0.262815,same,0.00707994,0.0367653,0.111801,same,1.71205,0.0127709,0.376153,same
cop20k_A_mtx_k3_cores72_chunks6_cpus12,72,121192x121192,121192x3,0.227212,0.30757,0.00626075,0.00364598,0.0717407,same,0.00384324,0.00245486,0.260819,same,0.00622951,0.0352104,0.107944,same,1.65996,0.014612,0.377084,same
cop20k_A_mtx_k3_cores75_chunks5_cpus15,75,121192x121192,121192x3,0.241664,0.338441,0.00675811,0.00387186,0.0811732,same,0.0045874,0.00251664,0.278658,same,0.00784633,0.0378997,0.115323,same,1.79518,0.0140499,0.416449,same
cop20k_A_mtx_k3_cores78_chunks6_cpus13,78,121192x121192,121192x3,0.234553,0.333286,0.00660914,0.0035202,0.0771653,same,0.00424204,0.0022376,0.261905,same,0.00594616,0.0358122,0.111217,same,1.74388,0.013599,0.382276,same
cop20k_A_mtx_k3_cores7_chunks1_cpus7,7,121192x121192,121192x3,0.212533,0.0957531,0.0256368,0.023138,0.104625,same,0.0239078,0.0224882,0.215005,same,0.00711973,0.0488233,0.112903,same,2.13303,0.0568964,0.326545,same
cop20k_A_mtx_k3_cores80_chunks5_cpus16,80,121192x121192,121192x3,0.241101,0.344938,0.00650455,0.00370262,0.0782573,same,0.00370857,0.00235153,0.278251,same,0.00765223,0.0376087,0.112597,same,1.80689,0.0124323,0.408099,same
cop20k_A_mtx_k3_cores84_chunks6_cpus14,84,121192x121192,121192x3,0.234528,0.396228,0.00671684,0.00348621,0.0790806,same,0.00358869,0.0021612,0.270208,same,0.00739793,0.0362196,0.111582,same,1.72189,0.0117443,0.370333,same
cop20k_A_mtx_k3_cores8_chunks1_cpus8,8,121192x121192,121192x3,0.213329,0.0952149,0.0225096,0.0209401,0.100717,same,0.0221179,0.0205376,0.223208,same,0.00667682,0.0473946,0.111187,same,2.04185,0.0524733,0.324682,same
cop20k_A_mtx_k3_cores8_chunks2_cpus4,8,121192x121192,121192x3,0.213035,0.0957269,0.0217897,0.0209046,0.0992028,same,0.0218551,0.0204747,0.221796,same,0.00702828,0.0477778,0.112137,same,2.04917,0.0520442,0.329416,same
cop20k_A_mtx_k3_cores8_chunks4_cpus2,8,121192x121192,121192x3,0.213073,0.0956529,0.0215742,0.0210011,0.0976845,same,0.021614,0.0201881,0.219584,same,0.00715117,0.0473415,0.110448,same,2.05219,0.0521168,0.327102,same
cop20k_A_mtx_k3_cores90_chunks6_cpus15,90,121192x121192,121192x3,0.241777,0.377433,0.0090609,0.00340375,0.0829398,same,0.00342704,0.00208221,0.281825,same,0.00754289,0.0374329,0.113976,same,1.77083,0.0125051,0.419095,same
cop20k_A_mtx_k3_cores96_chunks6_cpus16,96,121192x121192,121192x3,0.241666,0.388017,0.00889203,0.00329291,0.0811248,same,0.00335036,0.0019586,0.284558,same,0.0076413,0.0372981,0.114544,same,1.76624,0.0141482,0.386302,same
cop20k_A_mtx_k3_cores9_chunks1_cpus9,9,121192x121192,121192x3,0.220203,0.0985258,0.0210806,0.0192199,0.0983973,same,0.0195297,0.0180255,0.222827,same,0.00677142,0.0467649,0.114347,same,2.1027,0.0475707,0.379146,same
cop20k_A_mtx_k3_cores9_chunks3_cpus3,9,121192x121192,121192x3,0.219709,0.099003,0.0209366,0.0192764,0.0978246,same,0.0195872,0.0182347,0.225006,same,0.00687812,0.0465356,0.113545,same,2.10958,0.0477173,0.342374,same
cop20k_A_mtx_k6_cores10_chunks1_cpus10,10,121192x121192,121192x6,0.370876,0.11169,0.0322167,0.0295526,0.125347,same,0.0404871,0.0377916,0.445518,same,0.0104159,0.0576323,0.130017,same,2.47278,0.0820587,0.686903,same
cop20k_A_mtx_k6_cores10_chunks2_cpus5,10,121192x121192,121192x6,0.353804,0.130368,0.0300515,0.02674,0.115992,same,0.0364178,0.033941,0.403204,same,0.013615,0.0536064,0.129012,same,2.40584,0.0962956,0.853762,same
cop20k_A_mtx_k6_cores10_chunks5_cpus2,10,121192x121192,121192x6,0.371374,0.111643,0.0319525,0.029698,0.125271,same,0.0396828,0.0371027,0.437979,same,0.0104258,0.0564546,0.130454,same,2.24383,0.0829657,0.67252,same
cop20k_A_mtx_k6_cores11_chunks1_cpus11,11,121192x121192,121192x6,0.385535,0.117052,0.0313791,0.0278154,0.12492,same,0.0362419,0.0335394,0.44451,same,0.0104828,0.0575642,0.139383,same,2.39106,0.082989,0.660482,same
cop20k_A_mtx_k6_cores12_chunks1_cpus12,12,121192x121192,121192x6,0.383516,0.117062,0.0294366,0.0266541,0.121783,same,0.0349556,0.0321292,0.461427,same,0.010843,0.0562928,0.1384,same,2.35671,0.074227,0.661611,same
cop20k_A_mtx_k6_cores12_chunks2_cpus6,12,121192x121192,121192x6,0.385276,0.119044,0.0286937,0.0261336,0.122769,same,0.0362704,0.0326639,0.464646,same,0.0107455,0.0569814,0.13812,same,2.34091,0.0735716,0.661599,same
cop20k_A_mtx_k6_cores12_chunks3_cpus4,12,121192x121192,121192x6,0.387791,0.119008,0.0287205,0.0260878,0.120468,same,0.0345115,0.031742,0.456791,same,0.0111466,0.0551447,0.138851,same,2.33862,0.0738892,0.671797,same
cop20k_A_mtx_k6_cores12_chunks4_cpus3,12,121192x121192,121192x6,0.382716,0.115563,0.0287995,0.0260747,0.120081,same,0.0341522,0.0313405,0.451476,same,0.0112076,0.0563432,0.137818,same,2.33392,0.0740165,0.683073,same
cop20k_A_mtx_k6_cores12_chunks6_cpus2,12,121192x121192,121192x6,0.395942,0.11598,0.028823,0.0261304,0.124467,same,0.0358564,0.0322598,0.460051,same,0.010849,0.0564293,0.138694,same,2.36431,0.0746068,0.688408,same
cop20k_A_mtx_k6_cores13_chunks1_cpus13,13,121192x121192,121192x6,0.398835,0.121874,0.0288648,0.0253464,0.126867,same,0.0320995,0.0293059,0.456974,same,0.0106862,0.0564091,0.142185,same,2.3821,0.0722785,0.758478,same
cop20k_A_mtx_k6_cores14_chunks1_cpus14,14,121192x121192,121192x6,0.398652,0.124726,0.0261777,0.0237924,0.123018,same,0.030966,0.0280699,0.469135,same,0.0119847,0.0549188,0.14134,same,2.35729,0.0674181,0.688964,same
cop20k_A_mtx_k6_cores14_chunks2_cpus7,14,121192x121192,121192x6,0.398081,0.120401,0.0257449,0.0238333,0.121318,same,0.0322799,0.0285374,0.475567,same,0.0116258,0.0556642,0.140925,same,2.35096,0.0675109,0.709358,same
cop20k_A_mtx_k6_cores15_chunks1_cpus15,15,121192x121192,121192x6,0.410591,0.12942,0.029062,0.0238201,0.126215,same,0.0302364,0.0275081,0.492554,same,0.0107502,0.0547673,0.140379,same,2.39477,0.0651287,0.714673,same
cop20k_A_mtx_k6_cores15_chunks3_cpus5,15,121192x121192,121192x6,0.411687,0.131611,0.0256726,0.0234207,0.119326,same,0.0302639,0.0275006,0.488892,same,0.0105104,0.0543675,0.136189,same,2.39835,0.0656474,0.727274,same
cop20k_A_mtx_k6_cores15_chunks5_cpus3,15,121192x121192,121192x6,0.40991,0.133113,0.0289493,0.0233496,0.12609,same,0.030169,0.027409,0.490054,same,0.0107884,0.0543806,0.140587,same,2.45185,0.0651011,0.714898,same
cop20k_A_mtx_k6_cores16_chunks1_cpus16,16,121192x121192,121192x6,0.410755,0.130633,0.0242803,0.0219095,0.119065,same,0.0277264,0.0250001,0.478404,same,0.01061,0.0530825,0.139264,same,2.36842,0.0600129,0.718615,same
cop20k_A_mtx_k6_cores16_chunks2_cpus8,16,121192x121192,121192x6,0.411836,0.130176,0.0241398,0.0222229,0.117151,same,0.0276926,0.0249272,0.475565,same,0.0106657,0.0532371,0.135601,same,2.36623,0.0644604,0.714421,same
cop20k_A_mtx_k6_cores16_chunks4_cpus4,16,121192x121192,121192x6,0.543192,0.140775,0.0241,0.0220716,0.116891,same,0.0277692,0.0248981,0.47574,same,0.0106906,0.0530993,0.136094,same,2.36533,0.0609395,0.736482,same
cop20k_A_mtx_k6_cores18_chunks2_cpus9,18,121192x121192,121192x6,0.372083,0.131045,0.0197784,0.0172202,0.0998676,same,0.0228415,0.0202515,0.433778,same,0.0113571,0.0476084,0.127875,same,2.06332,0.0500353,0.641938,same
cop20k_A_mtx_k6_cores18_chunks3_cpus6,18,121192x121192,121192x6,0.370929,0.13092,0.0195926,0.0172193,0.0996652,same,0.0224282,0.0198516,0.426065,same,0.0117909,0.0469544,0.124512,same,2.07457,0.048056,0.64156,same
cop20k_A_mtx_k6_cores18_chunks6_cpus3,18,121192x121192,121192x6,0.372003,0.130459,0.0197926,0.0173126,0.0999553,same,0.0225558,0.0199675,0.428896,same,0.0114629,0.0479112,0.130244,same,2.07031,0.0510944,0.65826,same
cop20k_A_mtx_k6_cores20_chunks2_cpus10,20,121192x121192,121192x6,0.371826,0.136117,0.0179962,0.0160059,0.0967303,same,0.0210157,0.0185225,0.440125,same,0.0120389,0.047096,0.126375,same,2.03082,0.0456696,0.63821,same
cop20k_A_mtx_k6_cores20_chunks4_cpus5,20,121192x121192,121192x6,0.368399,0.133456,0.0173251,0.0160892,0.0963944,same,0.0212272,0.0187112,0.44607,same,0.0116087,0.0472473,0.123081,same,2.02913,0.0487212,0.700201,same
cop20k_A_mtx_k6_cores20_chunks5_cpus4,20,121192x121192,121192x6,0.370641,0.136807,0.0181343,0.0160134,0.0971064,same,0.0208954,0.0184311,0.437881,same,0.0123703,0.04681,0.127541,same,2.027,0.0468318,0.658363,same
cop20k_A_mtx_k6_cores22_chunks2_cpus11,22,121192x121192,121192x6,0.384739,0.121806,0.0177549,0.0149989,0.0986399,same,0.0195654,0.0168336,0.448142,same,0.0113767,0.0468279,0.127004,same,2.04009,0.044554,0.693622,same
cop20k_A_mtx_k6_cores24_chunks2_cpus12,24,121192x121192,121192x6,0.386143,0.124969,0.0183283,0.0142864,0.0989578,same,0.0189792,0.016151,0.466397,same,0.0115679,0.0470708,0.126467,same,2.02577,0.0410543,0.664561,same
cop20k_A_mtx_k6_cores24_chunks3_cpus8,24,121192x121192,121192x6,0.395999,0.135353,0.0162737,0.0149504,0.0986603,same,0.0186356,0.0159296,0.454174,same,0.0127243,0.0457498,0.121931,same,2.02477,0.0411284,0.667359,same
cop20k_A_mtx_k6_cores24_chunks4_cpus6,24,121192x121192,121192x6,0.383474,0.122523,0.0161198,0.0140896,0.0967291,same,0.0188928,0.0161557,0.465469,same,0.0125075,0.0468943,0.126649,same,2.02822,0.0411373,0.694444,same
cop20k_A_mtx_k6_cores24_chunks6_cpus4,24,121192x121192,121192x6,0.387522,0.122716,0.0165431,0.0140966,0.0958014,same,0.0185894,0.0159435,0.461001,same,0.013234,0.0468689,0.128748,same,2.03581,0.0417001,0.686942,same
cop20k_A_mtx_k6_cores25_chunks5_cpus5,25,121192x121192,121192x6,0.396174,0.129425,0.0166064,0.0144012,0.0993111,same,0.0180494,0.0153568,0.465221,same,0.0164069,0.0472325,0.131562,same,2.0882,0.041775,0.697765,same
cop20k_A_mtx_k6_cores26_chunks2_cpus13,26,121192x121192,121192x6,0.400312,0.130878,0.0163059,0.0137904,0.097958,same,0.0175256,0.0148159,0.466008,same,0.0127378,0.046004,0.130709,same,2.06714,0.0400871,0.742755,same
cop20k_A_mtx_k6_cores27_chunks3_cpus9,27,121192x121192,121192x6,0.370253,0.138449,0.0139223,0.0124502,0.0887937,same,0.016236,0.0137314,0.445194,same,0.0114351,0.0424963,0.119697,same,1.90835,0.0375144,0.638333,same
cop20k_A_mtx_k6_cores28_chunks2_cpus14,28,121192x121192,121192x6,0.403435,0.136433,0.018277,0.013523,0.103321,same,0.0168221,0.014145,0.476096,same,0.0125769,0.0455453,0.126907,same,2.09617,0.0390359,0.713787,same
cop20k_A_mtx_k6_cores28_chunks4_cpus7,28,121192x121192,121192x6,0.398784,0.134764,0.0141349,0.0136581,0.09522,same,0.0168947,0.0142375,0.480515,same,0.012962,0.0452786,0.130206,same,2.04248,0.0377843,0.743539,same
cop20k_A_mtx_k6_cores2_chunks1_cpus2,2,121192x121192,121192x6,0.326416,0.0938555,0.00752817,0.115889,0.178832,same,0.00525865,0.158,0.215471,same,0.0229563,0.120721,0.183739,same,2.98503,0.286996,0.54417,same
cop20k_A_mtx_k6_cores30_chunks2_cpus15,30,121192x121192,121192x6,0.41142,0.139147,0.0143703,0.0127295,0.0973259,same,0.0165997,0.0138399,0.501469,same,0.0150816,0.0464756,0.133388,same,2.11231,0.0384237,0.744057,same
cop20k_A_mtx_k6_cores30_chunks3_cpus10,30,121192x121192,121192x6,0.373951,0.13637,0.0130319,0.0113072,0.0894281,same,0.0148153,0.0123503,0.444202,same,0.0113028,0.0433412,0.123559,same,1.9086,0.0335338,0.707137,same
cop20k_A_mtx_k6_cores30_chunks5_cpus6,30,121192x121192,121192x6,0.370362,0.135444,0.0131623,0.0113421,0.087883,same,0.0146994,0.0121335,0.43549,same,0.011054,0.0433488,0.122242,same,1.91796,0.0357443,0.667724,same
cop20k_A_mtx_k6_cores30_chunks6_cpus5,30,121192x121192,121192x6,0.41159,0.139834,0.0149022,0.0127048,0.097926,same,0.0166264,0.0138688,0.496796,same,0.0149337,0.0464039,0.128158,same,2.11699,0.0361141,0.716586,same
cop20k_A_mtx_k6_cores32_chunks2_cpus16,32,121192x121192,121192x6,0.411265,0.136987,0.014264,0.0121579,0.0965023,same,0.0154651,0.0127015,0.492955,same,0.0138375,0.0455317,0.132811,same,2.08588,0.0353218,0.744797,same
cop20k_A_mtx_k6_cores32_chunks4_cpus8,32,121192x121192,121192x6,0.411959,0.13627,0.0136917,0.012124,0.0962555,same,0.0154115,0.0126622,0.491501,same,0.0161077,0.0453684,0.133481,same,2.08897,0.0362799,0.934038,same
cop20k_A_mtx_k6_cores33_chunks3_cpus11,33,121192x121192,121192x6,0.385782,0.141865,0.0127759,0.0107253,0.0887356,same,0.0139195,0.0113741,0.455924,same,0.0107267,0.0434141,0.123098,same,1.94321,0.0314891,0.667593,same
cop20k_A_mtx_k6_cores36_chunks3_cpus12,36,121192x121192,121192x6,0.383745,0.147321,0.0121585,0.010293,0.0873554,same,0.0130175,0.0104212,0.456684,same,0.0112649,0.0441908,0.123327,same,1.95905,0.0305301,0.665589,same
cop20k_A_mtx_k6_cores36_chunks4_cpus9,36,121192x121192,121192x6,0.371532,0.132037,0.0118798,0.00953204,0.084205,same,0.0122301,0.00978762,0.424511,same,0.0100678,0.0415715,0.123304,same,1.86069,0.0288666,0.643359,same
cop20k_A_mtx_k6_cores36_chunks6_cpus6,36,121192x121192,121192x6,0.383779,0.149036,0.0118888,0.0104414,0.0879238,same,0.0134236,0.0107189,0.466268,same,0.0124246,0.0436611,0.122912,same,1.92116,0.0320393,0.688614,same
cop20k_A_mtx_k6_cores39_chunks3_cpus13,39,121192x121192,121192x6,0.397043,0.15549,0.0114008,0.0100798,0.0892494,same,0.0124908,0.00980645,0.468166,same,0.0121242,0.0427776,0.126371,same,2.01951,0.0294021,0.69216,same
cop20k_A_mtx_k6_cores3_chunks1_cpus3,3,121192x121192,121192x6,0.332264,0.0981995,0.0141828,0.0799714,0.150231,same,0.0122773,0.118408,0.186047,same,0.0140733,0.0910482,0.158869,same,2.62062,0.202776,0.567328,same
cop20k_A_mtx_k6_cores40_chunks4_cpus10,40,121192x121192,121192x6,0.372119,0.135256,0.0109071,0.0089725,0.0828984,same,0.0118811,0.0094155,0.458076,same,0.0107116,0.0412522,0.117245,same,1.8439,0.0285307,0.652099,same
cop20k_A_mtx_k6_cores42_chunks3_cpus14,42,121192x121192,121192x6,0.397719,0.159953,0.0106291,0.00960137,0.088112,same,0.0121991,0.00954566,0.486434,same,0.0136228,0.0430035,0.126099,same,1.98421,0.0299734,0.716996,same
cop20k_A_mtx_k6_cores42_chunks6_cpus7,42,121192x121192,121192x6,0.39726,0.1618,0.0108848,0.00964301,0.0887356,same,0.0120124,0.0092032,0.473348,same,0.014079,0.0432313,0.126525,same,1.96919,0.030145,0.737771,same
cop20k_A_mtx_k6_cores44_chunks4_cpus11,44,121192x121192,121192x6,0.387839,0.143225,0.0102295,0.00846492,0.0839727,same,0.0107747,0.00831993,0.450973,same,0.01201,0.0420142,0.124208,same,1.88943,0.02754,0.66899,same
cop20k_A_mtx_k6_cores45_chunks3_cpus15,45,121192x121192,121192x6,0.411877,0.172498,0.0105719,0.00944281,0.0899053,same,0.0119925,0.00923073,0.50608,same,0.014929,0.0444117,0.130255,same,2.01777,0.0274466,0.727561,same
cop20k_A_mtx_k6_cores45_chunks5_cpus9,45,121192x121192,121192x6,0.371771,0.161505,0.00913998,0.00808972,0.0803936,same,0.0110118,0.00858528,0.471465,same,0.0121335,0.0413623,0.116821,same,1.80892,0.0251246,0.636503,same
cop20k_A_mtx_k6_cores48_chunks3_cpus16,48,121192x121192,121192x6,0.512446,0.167986,0.010097,0.00909809,0.0892861,same,0.0111904,0.00844435,0.496366,same,0.0152111,0.0438449,0.130405,same,1.99759,0.0274727,0.804204,same
cop20k_A_mtx_k6_cores48_chunks4_cpus12,48,121192x121192,121192x6,0.385451,0.157432,0.0097302,0.00821234,0.0833185,same,0.0105359,0.00795029,0.466988,same,0.0119865,0.0419263,0.120521,same,1.86368,0.0263695,0.67074,same
cop20k_A_mtx_k6_cores48_chunks6_cpus8,48,121192x121192,121192x6,0.410592,0.165537,0.0103529,0.00904014,0.0897377,same,0.0111309,0.00831901,0.490915,same,0.0145761,0.043895,0.13105,same,2.00185,0.0280964,0.744834,same
